,0
1546, 2022년 1월 16일
1547,신고
1548,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1549,골드킹 콤보/1
1550,요청사항 들어주셔서 감사해요 넝 맛있게 잘 먹었어여
1551,na**
1552, 2022년 1월 16일
1553,신고
1554,★★★★★ 맛 ★ 5 양 ★ 4 배달 ★ 5
1555,골드킹 콤보/1
1556,맛있어요! 감사합니다!
1557,be**
1558, 2022년 1월 15일
1559,신고
1560,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1561,골드킹 콤보/1
1562,ㅁㅁㅁㅁㅁㅁㅁㅁㅁㅁ
1563,ha**
1564, 2022년 1월 15일
1565,신고
1566,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1567,뿌링클/1
1568,빨리도 오고 맛도 좋아요
1569,10**
1570, 2022년 1월 15일
1571,신고
1572,★★★★★ 맛 ★ 5 양 ★ 5
1573,뿌링클（반）＋치즈볼/1
1574,오랜만에 잘 먹었습니다.
1575,pa**
1576, 2022년 1월 15일
1577,신고
1578,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1579,뿌링클/1
1580,맛있게 잘 먹었습니다.
1581,vv**
1582, 2022년 1월 14일
1583,신고
1584,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1585,"뿌링클（반）＋치즈볼/1(변경&추가(뿌링 치즈볼로 변경),디저트(뿌링소떡))"
1586,너무 맛잇어요ㅠ 근데 치킨이 치킨옷을 덜 입히고 튀겨서 그런가 눅눅해지고 딱딱한 부분 있었지만 자주시키는 사람이라 아주 적은 실수는 괜찮습니다 ❤️ 다음엔 맛잇게 해주세용
1587,jo**
1588, 2022년 1월 14일
1589,신고
1590,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1591,골드킹（반）＋치즈볼/1(옵션(콜라1.25L))
1592,맛있어요
1593,86**
1594, 2022년 1월 14일
1595,신고
1596,★★★★★ 맛 ★ 5 양 ★ 5
1597,뿌링클（반）＋치즈볼/1
1598,늘 맛있어요!!!!
1599,ja**
1600, 2022년 1월 14일
1601,신고
1602,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1603,커리퀸날개/1
1604,맛잇게 잘 먹엇습니다
1605,si**
1606, 2022년 1월 13일
1607,신고
1608,★★★★★ 맛 ★ 5 양 ★ 5
1609,뿌링클/1
1610,사장
1611,도 친절하시고 맛도 친절함
1612,ke**
1613, 2022년 1월 13일
1614,신고
1615,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1616,뿌링클 콤보/1(옵션(콜라1.25L))
1617,잘먹었어요 ㅋㅋㅋㅋㅋㅋ
1618,le**
1619, 2022년 1월 13일
1620,신고
1621,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1622,뿌링클 콤보/1
1623,맛있게 잘 먹었습니다. 배달도 예상시간보다 20분 빨리 와서 놀랐습니다ㅎㅎ
1624,tu**
1625, 2022년 1월 13일
1626,신고
1627,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1628,뿌링클순살/1(옵션(콜라1.25L))
1629,항상 너무 맛있습니다
1630,ka**
1631, 2022년 1월 12일
1632,신고
1633,★★★★★ 맛 ★ 1 양 ★ 3 배달 ★ 5
1634,뿌링클 콤보/1
1635,닭냄새 많이 심해요
1636,7g**
1637, 2022년 1월 12일
1638,신고
1639,★★★★★ 맛 ★ 5 양 ★ 5
1640,맛초킹（반）＋치즈볼/1
1641,맛있러요 항상 여기
1642,da**
1643, 2022년 1월 11일
1644,신고
1645,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1646,뿌링클순살/1(디저트(뿌링치즈볼))
1647,뿌링클 역시 맛있고 양도 적당하고 배달도 빨리 와서 좋았음
1648,cl**
1649, 2022년 1월 11일
1650,신고
1651,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 1
1652,맛초킹 콤보/1
1653,배달된 치킨이 너무 차갑게 식어있었습니다.
1654,si**
1655, 2022년 1월 10일
1656,신고
1657,★★★★★ 맛 ★ 4 양 ★ 4
1658,후라이드 반／양념 반/1
1659,프라이드 좋았습니다. 양념치킨은 B+ 입니다.
1660,sw**
1661, 2022년 1월 10일
1662,신고
1663,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1664,맛초킹 윙/1(옵션(양념소스))
1665,근사한 요리같아요 빨리 도착했습니다
1666,mi**
1667, 2022년 1월 9일
1668,신고
1669,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1670,뿌링클순살/1
1671,항상 맛있게 먹는 뿌링클입니다
1672,wj**
1673, 2022년 1월 9일
1674,신고
1675,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1676,뿌링클 콤보/1
1677,항상 먹는 뿌링클이에요. 콜라도 옵니다. 10조각입니다.
1678,k0**
1679, 2022년 1월 9일
1680,신고
1681,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1682,레드킹 윙/1
1683,너무 맛있어서 순싹 했습니다 👍👍👍
1684,ju**
1685, 2022년 1월 8일
1686,신고
1687,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1688,후라이드 반／양념 반/1
1689,말해뭐할까요 짜지않게 딱 간도 적당하며 맛있고요 양도 많습니다 배달도 친절하시고 아주 잘 먹었어요~~ 감사합니다👍😊
1690,손
1691, 2022년 1월 8일
1692,신고
1693,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1694,싸이순살/1
1695,맛있음/튀김옷얇아좋음
1696,ch**
1697, 2022년 1월 8일
1698,신고
1699,★★★★★ 맛 ★ 5 양 ★ 5
1700,핫후라이드/1
1701,#식후감 #힘내세요
1702,wo**
1703, 2022년 1월 8일
1704,신고
1705,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1706,레드킹 콤보/1
1707,맛있고 배달도빨랐어요
1708,ja**
1709, 2022년 1월 7일
1710,신고
1711,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1712,빠텐더/1
1713,행사 중인데 주문하고 딱 10분만에 도착했네요ㄷㄷ 치킨무 주지 말라고 썼는데 오긴 했지만 행사 중이니 이해합니다. 잘 먹었습니다.
1714,97**
1715, 2022년 1월 7일
1716,신고
1717,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1718,뿌링클 콤보/1(디저트(케이준프라이))
1719,맛있어요 실수로 먼 곳으로 시켰는데도 빠르게 왔어요
1720,la**
1721, 2022년 1월 7일
1722,신고
1723,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 4
1724,맛초킹（반）＋치즈볼/1
1725,거리가 1키로 조금 더 되는데 올때마다 조금 식어서 오는것 같아서 아쉬워요 바삭한맛에 먹는건배ㅡㅜ 배달하시는분이 다른데 들리고 오시는듯.. 다른 점은 다 좋았습니다. 맛있게 먹었어요
1726,hs**
1727, 2022년 1월 7일
1728,신고
1729,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1730,"맛초킹 콤보/1(옵션(콜라1.25L)),맛초킹 콤보/1"
1731,맛잇어여 잘먹었어요
1732,hu**
1733, 2022년 1월 7일
1734,신고
1735,★★★★★ 맛 ★ 5 양 ★ 5
1736,후라이드/1
1737,잘 먹었습니다. .
1738,am**
1739, 2022년 1월 7일
1740,신고
1741,★★★★★ 맛 ★ 5 양 ★ 5
1742,골드킹（반）＋치즈볼/1
1743,골드킹 적당히 단짠이라 맛있습니다~ 1인분 메뉴 있는 게 굿
1744,rk**
1745, 2022년 1월 7일
1746,신고
1747,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 4
1748,맛초킹/1(옵션(콜라1.25L))
1749,적당히 짭잘하고 맛나유
1750,97**
1751, 2022년 1월 7일
1752,신고
1753,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1754,뿌링클/1
1755,🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰
1756,li**
1757, 2022년 1월 7일
1758,신고
1759,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1760,"맛초킹 콤보＋치즈볼/1,소주/1"
1761,베달이 엄청 빨리 왔습니다. 따끈 따끈한 치킨인데 밋도 끝내줍니다 ㅎ
1762,be**
1763, 2022년 1월 6일
1764,신고
1765,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1766,후라이드/1
1767,배달빠르고 맛있고ᆢ잘막었습니다 #식후감#사장
1768, 힘내세요
1769,ho**
1770, 2022년 1월 6일
1771,신고
1772,★★★★★ 맛 ★ 5 양 ★ 5
1773,맛초킹/1
1774,맛있게 잘 먹었습니다!
1775,pp**
1776, 2022년 1월 6일
1777,신고
1778,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1779,레드킹 윙/1
1780,맛있어요...어머니도 좋아하시고 ^^ ...양념에 밥비벼먹는 맛도 쏠쏠합니다..^^;;
1781,86**
1782, 2022년 1월 6일
1783,신고
1784,★★★★★ 맛 ★ 5 양 ★ 5
1785,뿌링클（반）＋치즈볼/1
1786,늘 맛있어요!!!!
1787,ja**
1788, 2022년 1월 6일
1789,신고
1790,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1791,"빅콜팝/1,뿌링치즈스틱/1"
1792,맛있어요!! 또시킬게요
1793,ka**
1794, 2022년 1월 6일
1795,신고
1796,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1797,뿌링클 콤보/1(옵션(콜라1.25L))
1798,뿌링클 맛있어요. 또 주문할께요
1799,wl**
1800, 2022년 1월 6일
1801,신고
1802,★★★★★ 맛 ★ 5 양 ★ 5
1803,뿌링클 콤보/1
1804,항상 맛있게 먹습니다
1805,pi**
1806, 2022년 1월 5일
1807,신고
1808,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1809,뿌링클（반）＋치즈볼/1
1810,맛있어요~~👍👍👍👍
1811,ml**
1812, 2022년 1월 5일
1813,신고
1814,★★★★★ 맛 ★ 4 양 ★ 5 배달 ★ 5
1815,골드킹 콤보/1
1816,튀김옷이 다른지점보다 안바삭해요 외관도 조금 달러요 그래도 맛있습니다
1817,li**
1818, 2022년 1월 5일
1819,신고
1820,★★★★★ 맛 ★ 5 양 ★ 5
1821,뿌링클（반）＋치즈볼/1
1822,너무 잘 먹었습니다 픽업시간에 맞춰서 해주셔서 하나도 안 식고 감사했어요
1823,ch**
1824, 2022년 1월 5일
1825,신고
1826,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1827,하바네로 포테킹 후라이드/1
1828,맛있게 잘 먹었습니다
1829,na**
1830, 2022년 1월 4일
1831,신고
1832,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1833,후라이드 반／양념 반/1
1834,정말 맛있어요! 감사합니다!
1835,jo**
1836, 2022년 1월 4일
1837,신고
1838,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1839,골드킹 콤보＋치즈볼/1(디저트(케이준프라이))
1840,바삭하고 맛있어요..
1841,ni**
1842, 2022년 1월 3일
1843,신고
1844,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1845,맛초킹 콤보/1
1846,배달도 빠르고 맛있어요! 고추랑 같이 먹어도 좋아요
1847,sh**
1848, 2022년 1월 2일
1849,신고
1850,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1851,하바네로 포테킹 후라이드/1
1852,사무실 직원이 너무 맛있다고 추전해서 시켜먹어봤어요. 21살아들이 혼자 다 못억네요. 또 주문할께요.사장
1853, 힘내세요
1854,kh**
1855, 2022년 1월 2일
1856,신고
1857,★★★★★ 맛 ★ 4 양 ★ 4 배달 ★ 1
1858,골드킹 콤보/1
1859,배달 너무 늦었어요... 좀 식어서 오기도 했고 맛은 괜찮았습니다.
1860,db**
1861, 2021년 12월 31일
1862,신고
1863,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1864,골드킹（반）＋치즈볼/1
1865,맛있게잘먹었습니다.
1866,kc**
1867, 2021년 12월 25일
1868,신고
1869,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1870,맛초킹（반）＋치즈볼/1
1871,크리스마스 8분남기고 받아서 더 행복해여🤤❤ 맛은 굳이 설명안해도 되는...♡
1872,ff**
1873, 2021년 12월 25일
1874,신고
1875,★★★★★ 맛 ★ 5 양 ★ 4 배달 ★ 5
1876,"레드킹 콤보/1,포테킹 후라이드/1"
1877,잘먹었습니다~~~~~
1878,pi**
1879, 2021년 12월 25일
1880,신고
1881,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1882,뿌링클（반）＋치즈볼/1
1883,너무 맛있어요. 굳👍👍👍
1884,da**
1885, 2021년 12월 25일
1886,신고
1887,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 1
1888,후라이드 윙/1(옵션(콜라1.25L))
1889,엄마댁에 보내드렸는데 비대면 요청드린적 없었는데요 기사
1890,이 1층 공동현관 벨만 누르시고 문앞에 두시고 그냥 가셨나봐요 현관문이라도 두들기고 두시지ㅜㅜ 안오신줄 알고 못드시고 아침에야 확인하셨네요
1891,손
1892, 2021년 12월 23일
1893,신고
1894,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1895,"후라이드 반／양념 반/1(디저트(뿌링핫도그,뿌링치즈스틱),옵션(콜라1.25L))"
1896,음식이 마시고 배달 서비스가 좋았어요.
1897,se**
1898, 2021년 12월 15일
1899,신고
1900,★★★★★ 맛 ★ 5 양 ★ 3 배달 ★ 3
1901,맛초킹 콤보/1
1902,맛은 진짜 잇는데 양은 조금 아쉽네요 ㅠㅠ
1903,si**
1904, 2021년 12월 14일
1905,신고
1906,★★★★★ 맛 ★ 5 양 ★ 5
1907,후라이드/1
1908,항상 맛있게 먹어요
1909,si**
1910, 2021년 12월 14일
1911,신고
1912,★★★★★ 맛 ★ 5 양 ★ 5
1913,후라이드/1
1914,항상 맛있게 먹어요
1915,91**
1916, 2021년 12월 13일
1917,신고
1918,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1919,뿌링클순살/1
1920,맛있게 잘 먹었습니다.
1921,ye**
1922, 2021년 12월 13일
1923,신고
1924,★★★★★ 맛 ★ 5 양 ★ 5
1925,뿌링클 콤보/1(디저트(뿌링멘보샤))
1926,맛있었어요!!!!!!!
1927,33**
1928, 2021년 12월 12일
1929,신고
1930,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1931,레드킹/1
1932,맛있게 잘 먹었습니다. 감사합니다!!
1933,zz**
1934, 2021년 12월 11일
1935,신고
1936,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1937,"레드킹/1,후라이드/1,콜라1.25L/1"
1938,굿굿굿굿굿굿굿굿굿굿굿
1939,ne**
1940, 2021년 12월 11일
1941,신고
1942,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1943,후라이드/1
1944,되게 맛있어요!!!
1945,bl**
1946, 2021년 12월 10일
1947,신고
1948,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1949,후라이드 윙/1
1950,맛있어서 자주 시켜먹어요
1951,ka**
1952, 2021년 12월 10일
1953,신고
1954,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1955,"후라이드 윙/1,소주/1,카스（병） 500ml/1"
1956,맛있게 잘 먹었습니다 감사합니다
1957,po**
1958, 2021년 12월 9일
1959,신고
1960,★★★★★ 맛 ★ 5 양 ★ 5
1961,골드킹（반）＋치즈볼/1
1962,반마리 메뉴 양이 딱 좋아요
1963,mi**
1964, 2021년 12월 9일
1965,신고
1966,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1967,골드킹/1
1968,맛있어요 ㅎㅎㅎㅎㅎ
1969,ch**
1970, 2021년 12월 9일
1971,신고
1972,★★★★★ 맛 ★ 5 양 ★ 4
1973,골드킹 콤보/1
1974,잘먹었습니다!!!!
1975,gp**
1976, 2021년 12월 9일
1977,신고
1978,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1979,"핫후라이드/1(변경&추가(뿌링뿌링소스 추가,스윗하바네로소스))"
1980,배달도 빠르고 맛있게 잘 먹었어용~!
1981,hs**
1982, 2021년 12월 9일
1983,신고
1984,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1985,양념맵소킹/1
1986,맛있게 잘먹었습니다!
1987,na**
1988, 2021년 12월 9일
1989,신고
1990,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1991,후라이드 반／양념 반/1
1992,정말 맛있어요! 감사합니다!
1993,he**
1994, 2021년 12월 8일
1995,신고
1996,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
1997,맛초킹/1
1998,너무 맛있어요ㅠㅠㅠㅠㅠ 최애
1999,lr**
2000, 2021년 12월 8일
2001,신고
2002,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2003,하바네로 포테킹 후라이드/1(옵션(콜라1.25L))
2004,바삭하고 양도 많아 좋았습니다^^맛있게 먹었습니다
2005,93**
2006, 2021년 12월 8일
2007,신고
2008,★★★★★ 맛 ★ 5 양 ★ 5
2009,커리퀸/1
2010,맛있어요!! 다음엔 또 시킬게요
2011,ho**
2012, 2021년 12월 8일
2013,신고
2014,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2015,뿌링클（반）＋치즈볼/1
2016,배달도 빠르고 맛있어용☺️☺️
2017,yr**
2018, 2021년 12월 8일
2019,신고
2020,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 2
2021,뿌링클 콤보/1(디저트(달콤바삭치즈볼))
2022,배달 예상시간 조금 넘어서 도착했고 음식 특히 치즈볼이 식어서 치즈가 많이 굳어서 왔어요. 다시 에프에 데워서 먹었네요. 배달 상태가 그래서 기분이 안 좋았는데 치즈볼 먹자마자 맛있어서 풀렸어요..ㅎㅎ 음식 맛있었어요 음식은 잘못이 없죠... 맛있게 먹었습니다.
2023,ms**
2024, 2021년 12월 8일
2025,신고
2026,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2027,후라이드 스틱/1
2028,굿쟙. bhc의 유일한 단점은 순살이 가슴살
2029,97**
2030, 2021년 12월 7일
2031,신고
2032,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2033,"뿌링클순살/1,후라이드/1"
2034,뿌링클 순살이 먹기도 편하고 맛있네요~! 잘먹었습니다!
2035,bi**
2036, 2021년 12월 7일
2037,신고
2038,★★★★★ 맛 ★ 5 양 ★ 5
2039,골드킹/1
2040,겉바속초 골드킹 맛있어요
2041,nk**
2042, 2021년 12월 7일
2043,신고
2044,★★★★★ 맛 ★ 5 양 ★ 5
2045,뿌링클 콤보＋치즈볼/1(디저트(뿌링감자))
2046,맛있어여 사장
2047,도 친절하시구요 'ڡ'
2048,kc**
2049, 2021년 12월 7일
2050,신고
2051,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2052,"바삭클/1(변경&추가(뿌링뿌링소스 추가),디저트(달콤바삭치즈볼),옵션(콜라1.25L))"
2053,또 먹고 시퍼요 ㅜㅜ ♡
2054,sk**
2055, 2021년 12월 7일
2056,신고
2057,★★★★★ 맛 ★ 3 양 ★ 2 배달 ★ 5
2058,골드킹 콤보/1
2059,튀김옷이 벗겨진게 있고 다리 살이 적네요.. 직전에 다른 지점에서 시킨게 맛있어서 비슷하겠지 하고 시켰는데 이건 좀...봉이랑 윙도 분리없이 같이 한 번에 오는거 안내 미리하셔야할듯
2060,ih**
2061, 2021년 12월 7일
2062,신고
2063,★★★★★ 맛 ★ 5 양 ★ 5
2064,맛초킹순살/1
2065,맛있게 잘먹었습니다~~~~
2066,as**
2067, 2021년 12월 7일
2068,신고
2069,★★★★★ 맛 ★ 5 양 ★ 5
2070,뿌링클 콤보/1
2071,잘 먹었습니다~~~
2072,ka**
2073, 2021년 12월 7일
2074,신고
2075,★★★★★ 맛 ★ 5 양 ★ 5
2076,골드킹/1
2077,맛있어요~~~~~~
2078,64**
2079, 2021년 12월 7일
2080,신고
2081,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2082,후라이드 윙/1(옵션(콜라1.25L))
2083,😊😊😊😊😊😊😌😊😌😌😊😊
2084,wa**
2085, 2021년 12월 7일
2086,신고
2087,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2088,포테킹 후라이드 콤보/1
2089,"맛있었요,정말 맛있는 것 같아요"
2090,wa**
2091, 2021년 12월 6일
2092,신고
2093,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2094,뿌링맵소킹 콤보/1(디저트(달콤바삭치즈볼))
2095,#식후감 맛있어요><
2096,so**
2097, 2021년 12월 6일
2098,신고
2099,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2100,뿌링클 콤보/1
2101,배달이 빠르고 친절해요 맛있게먹었습니다
2102,jo**
2103, 2021년 12월 6일
2104,신고
2105,★★★★★ 맛 ★ 5 양 ★ 5
2106,레드킹/1(옵션(콜라1.25L))
2107,정말 맛있습니다. 감사합니다!
2108,jo**
2109, 2021년 12월 6일
2110,신고
2111,★★★★★ 맛 ★ 5 양 ★ 5
2112,맛초킹/1
2113,맛있게 잘 먹었습니다.
2114,na**
2115, 2021년 12월 6일
2116,신고
2117,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2118,뿌링클 콤보/1
2119,정말 맛있어요! 감사합니다!
2120,le**
2121, 2021년 12월 5일
2122,신고
2123,★★★★★ 맛 ★ 5 양 ★ 5
2124,뿌링클 스틱/1
2125,뿌링클 스틱 맛있어요
2126,ho**
2127, 2021년 12월 5일
2128,신고
2129,★★★★★ 맛 ★ 5 양 ★ 5
2130,바삭클/1
2131,맛있게 잘 먹었습니다!
2132,gm**
2133, 2021년 12월 5일
2134,신고
2135,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2136,맛초킹 콤보/1(디저트(달콤바삭치즈볼))
2137,완벽한 치킨 맛집입니다
2138,ij**
2139, 2021년 12월 5일
2140,신고
2141,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2142,"골드킹 순살/1(디저트(꿀호떡,뿌링멘보샤))"
2143,맛있게 잘 먹었습니다.
2144,ru**
2145, 2021년 12월 5일
2146,신고
2147,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2148,"뿌링멘보샤/1,뿌링치즈볼/1,뿌링뿌링소스/3"
2149,맛있게 잘 먹었어요! 치즈볼은 하나 먹고 찍었네요 ㅋㅋ
2150,du**
2151, 2021년 12월 5일
2152,신고
2153,★★★★★ 맛 ★ 5 양 ★ 5
2154,양념치킨/1
2155,맛있어요~~~~~~~
2156,jw**
2157, 2021년 12월 5일
2158,신고
2159,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2160,후라이드/1(옵션(콜라1.25L))
2161,맛있었음 다음에 또 시킬것
2162,10**
2163, 2021년 12월 5일
2164,신고
2165,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2166,맛초킹（반）＋치즈볼/1
2167,맛있게 잘 먹었습니다!!!
2168,le**
2169, 2021년 12월 5일
2170,신고
2171,★★★★★ 맛 ★ 5 양 ★ 5
2172,맛초킹 스틱/1
2173,맛초킹 스틱 맛있어요
2174,ap**
2175, 2021년 12월 4일
2176,신고
2177,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2178,뿌링클 콤보/1
2179,"타 지점은 원하는 메뉴가 없을때가 많은데, 여긴 항상 오케이라 좋아요"
2180,ju**
2181, 2021년 12월 4일
2182,신고
2183,★★★★★ 맛 ★ 3 양 ★ 4
2184,골드킹 콤보/1
2185,허니콤보 기대하고 먹어봤는데 그 맛은 아니네요 간장치킨맛
2186,jw**
2187, 2021년 12월 4일
2188,신고
2189,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2190,뿌링클（반）＋치즈볼/1
2191,혼자서 먹기 딱 좋아요~! 맛있습니다ㅎㅎ
2192,go**
2193, 2021년 12월 4일
2194,신고
2195,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2196,핫후라이드/1
2197,#식후감 깨끗한기름을쓰는것같네요 평소엔 집근처bhc가뜨는데오늘은 다 영업준비중이라 종로쪽에 시켰는데 식지않고 뜨겁게 배달되어 좋았어요
2198,sa**
2199, 2021년 12월 4일
2200,신고
2201,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2202,골드킹 콤보/1
2203,맛있게 잘 먹었습니다
2204,12**
2205, 2021년 12월 4일
2206,신고
2207,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2208,뿌링클 콤보＋치즈볼/1
2209,너무 맛있어요!!!
2210,91**
2211, 2021년 12월 4일
2212,신고
2213,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2214,싸이순살/1
2215,맛있게 잘 먹었습니다.
2216,71**
2217, 2021년 12월 4일
2218,신고
2219,★★★★★ 맛 ★ 5 양 ★ 5
2220,골드킹/1
2221,골드킹 양념이 잘 발라져 있어서 좋았어요ㅎㅎ
2222,71**
2223, 2021년 12월 4일
2224,신고
2225,★★★★★ 맛 ★ 5 양 ★ 5
2226,"뿌링멘보샤/1,달콤바삭치즈볼/1,뿌링핫도그/1"
2227,멘보샤는 처음 먹어보는데 너무 맛있어요!!
2228,hy**
2229, 2021년 12월 4일
2230,신고
2231,★★★★★ 맛 ★ 5 양 ★ 5
2232,뿌링클순살/1
2233,좋아요 잘먹었습니다
2234,as**
2235, 2021년 12월 4일
2236,신고
2237,★★★★★ 맛 ★ 5 양 ★ 5
2238,포테킹 후라이드/1(변경&추가(스윗하바네로소스))
2239,박스 리뉴얼 이쁨 자칫 눅눅할 수 잇는 튀김옷이 매우 바삭캄 푸짐한 양까지!
2240,ni**
2241, 2021년 12월 4일
2242,신고
2243,★★★★★ 맛 ★ 5 양 ★ 5
2244,맛초킹 스틱/1
2245,맛있게 먹었습니다.
2246,to**
2247, 2021년 12월 4일
2248,신고
2249,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2250,뿌링클 윙/1
2251,오랜만에 맛있게잘먹었어요
2252,he**
2253, 2021년 12월 3일
2254,신고
2255,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2256,맛초킹/1
2257,최고에요~~!!!
2258,tu**
2259, 2021년 12월 3일
2260,신고
2261,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2262,뿌링클순살/1(옵션(콜라1.25L))
2263,순살로 처음 먹어본거같은데 맛있었습니다
2264,da**
2265, 2021년 12월 3일
2266,신고
2267,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2268,빠텐더/1
2269,맛있게 잘 먹었습니다
2270,el**
2271, 2021년 12월 3일
2272,신고
2273,★★★★★ 맛 ★ 2 양 ★ 2
2274,맛초킹（반）＋치즈볼/1
2275,오늘은좀별로엿어요
2276,22**
2277, 2021년 12월 2일
2278,신고
2279,★★★★★ 맛 ★ 5 양 ★ 5
2280,"맛초킹순살/1,뿌링감자/1"
2281,Goooooooood
2282,bk**
2283, 2021년 12월 2일
2284,신고
2285,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
2286,후라이드 콤보/1
2287,맛있게 잘 먹었습니다.
2288,as**
2289, 2021년 12월 2일
2290,신고
2291,★★★★★ 맛 ★ 5 양 ★ 5
2292,골드킹 콤보/1
2293,잘 먹었습니다 ~ 양념은 더 발려주셔서 감사합니다.
2294,rb**
2295, 2021년 12월 2일
2296,신고
2297,★★★★★ 맛 ★ 5 양 ★ 5
2298,맛초킹 콤보/1
2299,포장인데 순식간에됐어요
2300,du**
2301, 2021년 12월 2일
2302,신고
2303,★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
